,area_type,availability,location,size,society,total_sqft,bath,balcony,price(in lakhs),bhk,price_per_sqft
473,Super built-up  Area,Ready To Move,BTM Layout,2,,1196.0,2.0,2.0,56.81,2.0,4750.0
474,Super built-up  Area,Ready To Move,Thanisandra,3,Bhmesy ,1573.0,3.0,2.0,115.0,3.0,7310.870947234584
475,Super built-up  Area,Ready To Move,Thanisandra,2,Juaxyan,1110.0,2.0,2.0,46.5,2.0,4189.189189189189
476,Built-up  Area,Ready To Move,Dasarahalli,2,Prndsde,1200.0,2.0,2.0,42.0,2.0,3500.0
477,Built-up  Area,Ready To Move,Mallasandra,3,,1100.0,2.0,3.0,76.3,3.0,6936.363636363636
478,Super built-up  Area,18-Apr,Doddaballapur,1,,654.0,1.0,1.0,49.0,1.0,7492.354740061162
479,Super built-up  Area,18-Apr,Kadugodi,3,Alestrb,1762.0,3.0,3.0,109.0,3.0,6186.152099886493
480,Super built-up  Area,Ready To Move,other,3,MJarlPe,2505.0,3.0,,165.0,3.0,6586.826347305389
481,Super built-up  Area,Ready To Move,other,1,,500.0,1.0,2.0,51.0,1.0,10200.0
482,Super built-up  Area,18-Oct,other,2,,1020.0,2.0,2.0,52.0,2.0,5098.0392156862745
483,Super built-up  Area,Ready To Move,Jakkur,2,HRaniIb,1432.0,2.0,1.0,85.0,2.0,5935.754189944134
484,Built-up  Area,21-Dec,other,3,,1500.0,3.0,2.0,50.0,3.0,3333.3333333333335
485,Super built-up  Area,Ready To Move,Kundalahalli,2,Viuliap,1315.0,2.0,3.0,74.0,2.0,5627.376425855513
486,Built-up  Area,Ready To Move,Kodigehaali,3,Shyas S,1442.0,3.0,2.0,80.0,3.0,5547.850208044383
487,Super built-up  Area,18-Apr,Lingadheeranahalli,3,Shiumi ,1768.0,3.0,3.0,81.31,3.0,4598.981900452489
488,Built-up  Area,Ready To Move,Gubbalala,3,MauilTr,1745.0,3.0,2.0,130.0,3.0,7449.856733524355
489,Super built-up  Area,Ready To Move,Sonnenahalli,3,AdtusAn,1550.0,3.0,1.0,50.0,3.0,3225.8064516129034
490,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,Prhna S,1128.0,2.0,1.0,60.0,2.0,5319.148936170212
491,Built-up  Area,Ready To Move,Whitefield,5,,4144.0,5.0,1.0,331.0,5.0,7987.451737451737
492,Super built-up  Area,Ready To Move,Thigalarapalya,2,,1297.0,2.0,2.0,98.0,2.0,7555.898226676947
493,Super built-up  Area,Ready To Move,Thubarahalli,3,ShdhiSa,1584.0,3.0,2.0,101.0,3.0,6376.262626262626
494,Super built-up  Area,Ready To Move,Dodda Nekkundi,3,Vandaac,1585.0,2.0,2.0,79.0,3.0,4984.22712933754
495,Built-up  Area,Ready To Move,Kothanur,2,Bisic C,1400.0,2.0,2.0,65.0,2.0,4642.857142857143
496,Built-up  Area,Ready To Move,Bharathi Nagar,2,ReudePr,1300.0,2.0,2.0,55.86,2.0,4296.923076923077
497,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GrrvaGr,1571.0,3.0,3.0,53.12,3.0,3381.285805219605
498,Super built-up  Area,Ready To Move,Kanakpura Road,3,PuandHi,1622.0,3.0,,95.0,3.0,5856.966707768187
499,Plot  Area,Ready To Move,Whitefield,4,Enodsed,1344.0,3.0,1.0,130.0,4.0,9672.619047619048
500,Super built-up  Area,Ready To Move,other,2,Seamaha,1162.0,2.0,1.0,48.0,2.0,4130.808950086059
501,Super built-up  Area,18-Nov,Thanisandra,3,Bhe 2ko,1533.0,3.0,0.0,75.885,3.0,4950.097847358122
502,Super built-up  Area,Ready To Move,Gottigere,2,SMshi M,1245.0,2.0,2.0,59.0,2.0,4738.955823293173
503,Super built-up  Area,Ready To Move,Tindlu,2,Suncyu ,1100.0,2.0,2.0,55.0,2.0,5000.0
504,Built-up  Area,Ready To Move,Hennur,2,,1050.0,2.0,2.0,42.73,2.0,4069.5238095238096
505,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,,2100.0,3.0,2.0,190.0,3.0,9047.619047619048
506,Super built-up  Area,Ready To Move,Kenchenahalli,3,Unateit,1720.0,3.0,,100.0,3.0,5813.953488372093
507,Super built-up  Area,Ready To Move,Harlur,2,Shodsir,1335.0,2.0,0.0,72.76,2.0,5450.187265917603
508,Super built-up  Area,19-Sep,Kudlu Gate,3,Srods P,1432.0,2.0,2.0,61.11,3.0,4267.458100558659
509,Plot  Area,Ready To Move,Akshaya Nagar,4,,1200.0,4.0,2.0,125.0,4.0,10416.666666666666
510,Super built-up  Area,Ready To Move,Whitefield,3,BrlisCo,1760.0,3.0,2.0,139.0,3.0,7897.727272727273
511,Super built-up  Area,Ready To Move,Bharathi Nagar,2,FoapeWa,1379.0,2.0,1.0,85.0,2.0,6163.8868745467735
512,Super built-up  Area,Ready To Move,other,3,,1480.0,2.0,0.0,75.0,3.0,5067.5675675675675
513,Built-up  Area,Ready To Move,Sarjapur  Road,4,,2758.0,4.0,1.0,240.0,4.0,8701.95794053662
514,Built-up  Area,18-Mar,Thanisandra,4,Bhmesy ,1917.0,4.0,2.0,130.0,4.0,6781.429316640584
515,Super built-up  Area,19-Dec,Kanakapura,3,GoityEt,1477.0,2.0,1.0,69.5,3.0,4705.484089370345
516,Super built-up  Area,18-Apr,EPIP Zone,4,BrontLa,3360.0,5.0,2.0,221.0,4.0,6577.380952380952
517,Plot  Area,18-Jan,other,1,,812.0,1.0,0.0,26.0,1.0,3201.9704433497536
518,Super built-up  Area,18-Jul,other,3,Plowsri,1440.0,2.0,2.0,63.93,3.0,4439.583333333333
519,Super built-up  Area,Ready To Move,Sultan Palaya,4,RSntsAp,2200.0,3.0,3.0,80.0,4.0,3636.3636363636365
520,Super built-up  Area,18-Jun,Padmanabhanagar,4,SollyCl,4689.0,4.0,1.0,488.0,4.0,10407.336319044573
